1422956520943,1422956524104,82
1422956526096,1422956529149,83
1422956531251,1422956534328,84
1422956536528,1422956539667,85
1422956541609,1422956544548,86
1422956546402,1422956549377,87
1422956551414,1422956554368,88
1422956556450,1422956559812,89
1422956561837,1422956564931,90
1422956566831,1422956569977,91
1422956572005,1422956575233,151
1422956577689,1422956580832,150
1422956582766,1422956586005,149
1422956588007,1422956591311,148
1422956593475,1422956596510,147
1422956598726,1422956601851,146
1422956604019,1422956607188,145
1422956609364,1422956612610,144
1422956614674,1422956617680,143
1422956619929,1422956623099,142
1422956625236,1422956628367,141
1422956631065,1422956634482,140
1422956636335,1422956639827,139
1422956641621,1422956644992,138
1422956647139,1422956650139,137
1422956652718,1422956655785,136
1422956658108,1422956661352,135
1422956663466,1422956665466,134
1422883702237,1422883706696,93
1422883707952,1422883710858,153
1422883712104,1422883719266,163
1422883720510,1422883723600,173
1422883725002,1422883728027,180
1422883729297,1422883732890,185
1422883734239,1422883737411,187
1422883738285,1422883744593,189
1422883745790,1422883748993,191
1422883750296,1422883753342,193
1422883754659,1422883757720,195
1422883759099,1422883762032,197
1422883763361,1422883766342,199
1422883767773,1422883770663,201
1422883772158,1422883775300,203
1422883776734,1422883779767,205
1422883781207,1422883784271,207
1422883785623,1422883788647,209
1422883790010,1422883793031,211
1422883794409,1422883797507,213
1422883798762,1422883801913,215
1422883803340,1422883806419,217
1422883807860,1422883810975,219
1422883812416,1422883815626,221
1422883817148,1422883820591,223
1422883821855,1422883825099,225
1422883826396,1422883842308,227
1422883843511,1422883846906,229
1422883848232,1422883851356,231
1422883852744,1422883855736,233
1422883857150,1422883860340,235
1422883861690,1422883864721,237
1422883866220,1422883869278,239
1422883870823,1422883873836,241
1422883875412,1422883878522,243
1422883880113,1422883883114,245
1422883884770,1422883888009,247
1422883889560,1422883893191,249
1422883894549,1422883897889,256
1422883899407,1422883902822,266
1422883904104,1422883907246,275
1422883908705,1422883912007,274
1422883913425,1422883916453,265
1422883917903,1422883921018,255
1422883922369,1422883925509,248
1422883926835,1422883930139,246
1422883931706,1422883936037,244
1422883937433,1422883941450,242
1422883942743,1422883945996,240
1422883947283,1422883950805,238
1422883952060,1422883955596,236
1422883957158,1422883960145,234
1422883961547,1422883964657,232
1422883966169,1422883969181,230
1422883970605,1422883973759,228
1422883975029,1422883978041,226
1422883979446,1422883983248,224
1422883984704,1422883988048,222
1422883989424,1422883992641,220
1422883994022,1422883997159,218
1422883998547,1422884001659,216
1422884003080,1422884006251,214
1422884007807,1422884011009,212
1422884012561,1422884015649,210
1422884017134,1422884020092,208
1422884021633,1422884024648,206
1422884026014,1422884029059,204
1422884030538,1422884033386,202
1422884034806,1422884038020,200
1422884039622,1422884045991,198
1422884047429,1422884057585,196
1422884058892,1422884067195,194
1422884068404,1422884071714,192
1422884073047,1422884076603,190
1422884077885,1422884081992,188
1422884083192,1422884086279,186
1422884087726,1422884090670,184
1422884092168,1422884095103,179
1422884096523,1422884100055,172
1422884101320,1422884104259,162
1422884105537,1422884108443,152
1422884109637,1422884112525,92
1422884113897,1422884115897,32
1423043330402,1423043333899,263
1423043335999,1423043339006,254
1423043341222,1423043344267,253
1423043346237,1423043349436,252
1423043351328,1423043354541,251
1423043356759,1423043360039,250
1423043362437,1423043365417,259
1423043367388,1423043370663,260
1423043372753,1423043375851,261
1423043377863,1423043380978,262
1423043383098,1423043386230,272
1423043387994,1423043391167,271
1423043393335,1423043396412,270
1423043398599,1423043400599,269
1423043607550,1423043610749,281
1423043612772,1423043615573,287
1423043617368,1423043620134,293
1423043621869,1423043624602,299
1423043626386,1423043629337,305
1423043630993,1423043634226,311
1423043635802,1423043638770,319
1423043640838,1423043643814,318
1423043645740,1423043648607,310
1423043650474,1423043653457,304
1423043655295,1423043658258,298
1423043660183,1423043663348,292
1423043665376,1423043668276,286
1423043670221,1423043673117,280
1423043674647,1423043677800,279
1423043679732,1423043682771,285
1423043684352,1423043687299,291
1423043688871,1423043691687,297
1423043693659,1423043696805,303
1423043698726,1423043701872,309
1423043704052,1423043706052,317
1423043888523,1423043891756,324
1423043893640,1423043896581,323
1423043898215,1423043901113,322
1423043902782,1423043905880,321
1423043907616,1423043910812,313
1423043912824,1423043916065,314
1423043917755,1423043920799,315
1423043922487,1423043924487,316
1423044247387,1423044250961,312
1423044252750,1423044255760,306
1423044257543,1423044260363,300
1423044262157,1423044264982,294
1423044266623,1423044269464,288
1423044271155,1423044274174,282
1423044275865,1423044278685,276
1423044280261,1423044283079,277
1423044284478,1423044287273,283
1423044288955,1423044291788,289
1423044293464,1423044296596,295
1423044298441,1423044301395,301
1423044303159,1423044306135,307
1423044308003,1423044310895,308
1423044312502,1423044315350,302
1423044316733,1423044319584,296
1423044321156,1423044324387,290
1423044326081,1423044328761,284
1423044330641,1423044333396,278
1423044335218,1423044338018,268
1423044339530,1423044342296,258
1423044343983,1423044346730,257
1423044348442,1423044350442,267
1423055865782,1423055871639,21
1423055874559,1423055877753,22
1423055879366,1423055882352,18
1423055884054,1423055887206,14
1423055889027,1423055892953,11
1423055897036,1423055900019,8
1423055901862,1423055905284,7
1423055907062,1423055910175,10
1423055911771,1423055914966,13
1423055916508,1423055918508,17
1423127565596,1423127569877,2
1423127571881,1423127575826,3
1423127577900,1423127582751,5
1423127585118,1423127589357,0
1423127591248,1423127595392,4
1423127597079,1423127601196,6
1423127603415,1423127607605,9
1423127609456,1423127613202,12
1423127615028,1423127619099,15
1423127620647,1423127624424,19
1423127626304,1423127630201,20
1423127631928,1423127633928,16
