timestamp, AccelerationX, AccelerationY, AccelerationZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ, Z-AxisAgle(Azimuth), X-AxisAngle(Pitch), Y-AxisAngle(Roll), GyroX, GyroY, GyroZ
1422629487819,-0.139,2.793,8.905,-18.7,12.8,-26.7,43.411,-17.402,-0.842,0,0,0
1422629487919,-0.331,2.659,9.394,-18.7,12.8,-26.7,42.592,-19.289,-1.058,0,0,0
1422629488020,-0.273,2.765,9.279,-17.2,13.4,-26.7,41.332,-16.578,-1.611,0,0,0
1422629488120,-0.264,2.841,9.614,-15.4,14,-27.1,36.704,-17.465,-1.31,0,0,0
1422629488219,-0.024,2.793,9.891,-14.7,14.5,-27.1,34.572,-15.764,-0.125,0,0,0
1422629488320,-0.187,2.736,9.24,-14.7,14.5,-27.7,34.833,-16.483,-1.107,0,0,0
1422629488483,0.924,2.736,8.618,-15.3,13.7,-27.7,36.705,-15.691,-0.364,0,0,0
1422629488521,0.924,2.736,8.618,-16.2,13.7,-27.7,31.866,-17.514,5.834,0,0,0
1422629488621,-0.762,2.449,8.838,-16.2,13.7,-27.7,32.708,-17.389,5.003,0,0,0
1422629488721,-0.886,2.228,11.969,-16.6,15,-27.7,43.06,-10.517,-4.157,0,0,0
1422629488822,0.502,2.698,9.891,-16.6,16.4,-27.7,38.586,-12.172,-1.949,0,0,0
1422629488921,0.933,2.468,9.03,-15.6,16.8,-27.7,28.614,-15.196,5.685,0,0,0
1422629489021,0.742,1.989,8.637,-15.6,16.8,-27.7,30.374,-12.921,4.78,0,0,0
1422629489123,0.751,2.152,8.79,-15.6,16.8,-27.7,29.774,-13.674,5.086,0,0,0
1422629489219,0.78,2.362,9.135,-15.6,17.5,-28.2,28.952,-14.445,4.715,0,0,0
1422629489321,0.445,2.401,8.704,-15.6,17.5,-28.2,29.194,-14.431,4.454,0,0,0
1422629489421,0.378,2.324,8.848,-15.6,17.5,-28.2,30.912,-14.695,2.357,0,0,0
1422629489522,0.627,2.544,8.972,-15.6,17.1,-28.2,30.521,-14.045,3.571,0,0,0
1422629489621,0.541,2.516,8.972,-15.2,17.1,-28.2,29.413,-15.637,3.308,0,0,0
1422629489721,0.646,2.477,9.259,-15.2,17.1,-28.2,29.208,-14.939,3.849,0,0,0
1422629489821,0.761,2.592,9.259,-15.2,17.1,-28.2,29.141,-15.617,3.621,0,0,0
1422629489921,0.78,2.659,8.982,-15.2,17.1,-28.2,27.835,-16.434,4.75,0,0,0
1422629490021,1.067,2.784,9.106,-15.2,17.1,-28.2,27.342,-16.561,5.245,0,0,0
1422629490121,1.163,2.86,9.192,-15.2,17.1,-28.2,25.65,-17.15,6.877,0,0,0
1422629490222,0.933,2.736,9.068,-15.6,17.1,-28.2,26.676,-17.249,6.49,0,0,0
1422629490321,0.751,2.736,8.876,-15.6,17.1,-28.2,28.417,-17.066,4.614,0,0,0
1422629490421,0.636,2.554,8.474,-15.6,17.1,-28.2,28.987,-16.733,4.103,0,0,0
1422629490521,1.297,2.841,8.972,-16,17.1,-28.2,26.894,-18.058,6.967,0,0,0
1422629490621,0.77,3.033,9.279,-16,17.1,-28.2,29.055,-18.036,4.51,0,0,0
1422629490721,-0.225,2.046,9.652,-16,14.8,-28.2,36.115,-13.203,1.738,0,0,0
1422629490821,-0.656,2.41,9.078,-16,14.2,-28.2,40.72,-14.825,-3.992,0,0,0
1422629490922,0.148,2.602,9.48,-16,13.6,-28.2,42.962,-12.337,-4.027,0,0,0
1422629491021,0.474,2.468,9.202,-16.4,13,-28.2,37.137,-14.982,2.842,0,0,0
1422629491121,0.052,3.282,9.135,-16.4,11.8,-28.2,38.238,-19.758,0.3,0,0,0
1422629491221,-0.474,2.966,8.8,-16.4,11.8,-28.2,39.383,-16.733,0.947,0,0,0
1422629491321,-0.561,2.487,9.346,-16.8,11.8,-28.2,44.676,-14.876,-3.309,0,0,0
1422629491421,-0.589,2.583,10.064,-16.8,12.6,-28.2,42.278,-14.361,-1.279,0,0,0
1422629491521,-0.292,2.544,9.997,-16.8,13,-27.8,42.171,-14.272,-1.615,0,0,0
1422629491620,0.11,2.477,9.413,-16.8,13,-27.8,39.762,-15.828,0.237,0,0,0
1422629491721,0.11,2.707,8.608,-16.8,13.9,-27.8,37.375,-17.446,0.688,0,0,0
1422629491821,0.215,2.611,8.915,-16.8,14.9,-27.8,36.179,-16.324,1.325,0,0,0
1422629491921,-0.388,2.19,9.537,-16.8,15.7,-27.8,37.32,-14.881,-0.369,0,0,0
1422629492021,-0.178,2.295,9.154,-16.8,15.7,-27.8,38.272,-14.067,-1.069,0,0,0
1422629492122,-0.005,2.247,9.25,-16.8,15.7,-27.8,39.175,-12.564,-1.204,0,0,0
1422629492221,-0.149,2.228,9.259,-16.8,15.7,-27.8,38.411,-13.532,-0.887,0,0,0
1422629492326,-0.206,2.353,9.202,-16.8,15.2,-27.8,37.787,-14.159,0.302,0,0,0
1422629492420,-0.388,2.161,9.681,-16.8,14.8,-27.8,41.148,-12.573,-2.234,0,0,0
1422629492521,-0.178,2.267,9.518,-16.4,14.8,-27.8,39.123,-13.386,-1.03,0,0,0
1422629492625,0.158,2.372,9.01,-16.4,14.8,-27.8,38.353,-13.726,-0.303,0,0,0
1422629492721,-0.034,2.343,9.585,-16.4,14.8,-27.8,38.251,-13.739,-0.189,0,0,0
1422629492820,-0.072,2.449,9.432,-16.4,14.4,-27.8,41.535,-11.497,-2.012,0,0,0
1422629492922,-0.206,2.324,9.183,-16.4,14.4,-28.2,39.232,-14.193,-1.239,0,0,0
1422629493022,-0.187,2.458,9.145,-16,14.4,-28.2,38.905,-13.424,-1.093,0,0,0
1422629493122,-0.149,2.382,9.413,-16,14.4,-28.2,38.289,-14.187,-0.87,0,0,0
1422629493221,-0.187,2.439,9.221,-16,14.4,-28.2,38.154,-14.805,-1.12,0,0,0
1422629493321,-0.139,2.41,9.422,-16,14.8,-28.2,37.794,-14.198,-0.873,0,0,0
1422629493421,-0.053,2.449,9.374,-16,14.8,-28.2,37.091,-14.633,-0.303,0,0,0
1422629493545,-0.235,2.382,9.384,-16,14.8,-28.2,36.813,-14.65,0.022,0,0,0
1422629493619,-0.197,2.429,9.355,-16,15.2,-28.2,37.357,-14.556,-1.165,0,0,0
1422629493721,-0.494,2.046,9.461,-16,15.2,-28.2,38.027,-13.62,-1.378,0,0,0
1422629493821,-0.628,2.008,9.394,-16,15.2,-28.2,40.755,-12.037,-3.733,0,0,0
1422629493921,-0.628,2.056,9.719,-16,15.2,-28.2,40.734,-11.913,-3.61,0,0,0
1422629494022,-1.135,1.855,10.868,-16,15.8,-28.2,40.916,-13.769,-6.509,0,0,0
1422629494122,-1.528,1.788,9.192,-16,16.4,-28.2,43.503,-10.85,-9.255,0,0,0
1422629494221,-1.327,2.918,8.953,-16,16.4,-28.2,41.666,-13.579,-8.745,0,0,0
1422629494321,-2.246,3.033,11.452,-16,16.4,-28.2,42.366,-14.563,-10.731,0,0,0
1422629494422,-1.691,2.046,12.171,-16,16.4,-28.2,44.378,-9.715,-9.578,0,0,0
1422629494521,0.531,2.056,10.964,-16,16,-28.2,35.046,-10.601,2.721,0,0,0
1422629494621,1.613,2.133,11.079,-16,15.5,-28.2,30.236,-10.783,8.129,0,0,0
1422629494721,1.259,1.395,8.896,-16,15.5,-28.2,32.634,-5.501,8.686,0,0,0
1422629494821,1.623,1.893,8.953,-16,14.8,-28.2,28.516,-11.751,10.053,0,0,0
1422629494921,0.416,2.209,8.896,-16,14,-28.2,36.55,-10.437,4.11,0,0,0
1422629495021,0.081,2.324,8.781,-16,13.2,-28.2,38.299,-14.818,0.503,0,0,0
1422629495120,0.751,2.161,11.874,-16,13.2,-28.2,38.543,-15.274,-0.086,0,0,0
1422629495219,0.34,2.832,9.049,-16.4,12.3,-28.2,37.361,-17.358,2.041,0,0,0
1422629495321,-0.187,2.219,9.537,-16.4,12.3,-28.2,42.687,-13.092,-1.09,0,0,0
1422629495422,0.215,2.334,9.413,-16.4,11.9,-28.2,40.606,-14.525,1.115,0,0,0
1422629495522,0.215,2.362,9.231,-16.4,10.6,-28.2,42.539,-14.346,1.292,0,0,0
1422629495622,0.196,2.841,8.723,-16.4,10.6,-28.2,39.635,-16.215,3.008,0,0,0
1422629495722,-0.024,2.516,9.317,-16.8,9.3,-28.2,46.037,-15.109,-0.133,0,0,0
1422629495822,-0.331,2.659,9.585,-16.8,9.3,-28.6,46.581,-16.082,-1.838,0,0,0
1422629495922,-0.235,2.755,8.896,-16.8,8.3,-28.6,47.113,-17.205,-1.436,0,0,0
1422629496021,-0.35,2.64,9.461,-16.8,8.3,-28.6,48.88,-15.584,-2.031,0,0,0
1422629496122,-0.149,2.736,9.422,-17.2,8.3,-28.6,48.52,-16.004,-1.256,0,0,0
1422629496220,-0.034,2.803,9.384,-17.2,7.1,-28.6,49.167,-16.625,-0.191,0,0,0
1422629496322,-0.551,2.65,10.207,-17.6,7.7,-28.6,51.415,-16.09,-3.099,0,0,0
1422629496421,-0.245,2.947,9.202,-17.6,7.2,-28.6,49.694,-17.742,-1.445,0,0,0
1422629496522,-0.484,2.573,9.556,-17.6,7.2,-28.6,51.063,-16.266,-1.653,0,0,0
1422629496621,-0.455,2.745,9.69,-18,7.2,-28.6,52.753,-15.797,-2.584,0,0,0
1422629496721,-0.455,2.765,9.729,-18,7.6,-28.6,52.013,-15.84,-2.574,0,0,0
1422629496821,-0.57,2.669,9.508,-18,7.6,-28.6,51.528,-16.297,-2.426,0,0,0
1422629496922,-0.465,2.745,9.853,-18,7.6,-28.6,52.264,-15.548,-2.591,0,0,0
1422629497022,-0.388,2.678,9.461,-18,8.1,-28.6,51.845,-15.221,-2.903,0,0,0
1422629497121,-0.216,2.774,9.336,-18,8.1,-28.6,49.534,-16.539,-1.265,0,0,0
1422629497222,0.004,2.707,9.441,-18,8.1,-28.6,49.532,-16.297,-1.025,0,0,0
1422629497321,-0.082,2.765,9.068,-18,7.7,-28.6,49.242,-16.947,-0.483,0,0,0
1422629497421,-0.302,2.698,9.231,-18,7.7,-28.6,50.829,-16.283,-1.793,0,0,0
1422629497521,-0.656,2.832,9.978,-18,7.7,-28.6,52.106,-15.986,-3.162,0,0,0
1422629497621,-0.666,2.966,9.882,-18,7.3,-28.6,52.63,-16.669,-3.691,0,0,0
1422629497721,0.244,3.215,9.432,-18,7.3,-28.6,49.888,-18.699,-2.153,0,0,0
1422629497821,-0.015,3.061,8.57,-18,7.3,-28.6,47.489,-19.654,-0.09,0,0,0
1422629497922,-0.292,2.774,8.896,-18,6.8,-28.6,49.116,-19.281,-0.675,0,0,0
1422629498021,0.215,3.301,8.618,-18,6.8,-28.6,46.117,-20.948,1.334,0,0,0
1422629498121,-0.091,3.128,8.723,-18,6.8,-28.6,48.676,-19.727,-0.557,0,0,0
1422629498220,0.33,3.186,8.838,-18,6.8,-28.6,46.072,-20.25,1.958,0,0,0
1422629498320,0.368,3.004,9.183,-18,6.8,-28.6,47.559,-18.095,2.172,0,0,0
1422629498421,0.474,3.157,8.809,-18,6.8,-28.6,46.912,-17.555,3.331,0,0,0
1422629498521,0.129,2.947,9.001,-18,6.8,-28.6,48.802,-18.122,0.767,0,0,0
1422629498621,-0.082,2.611,9.269,-18,6.8,-28.6,50.32,-17.053,0.024,0,0,0
1422629498719,-0.158,2.803,9.068,-18,6.8,-28.6,51.03,-17.17,-0.952,0,0,0
1422629498820,-0.245,2.803,9.269,-18,6.8,-28.6,51.718,-16.819,-1.441,0,0,0
1422629498921,-0.34,2.899,9.365,-18,6.8,-28.6,51.316,-16.958,-1.09,0,0,0
1422629499021,-0.197,2.879,9.422,-18,6.8,-28.6,51.332,-16.992,-1.142,0,0,0
1422629499121,-0.206,2.765,9.078,-18,6.8,-28.6,51.469,-17.022,-1.34,0,0,0
1422629499219,-0.206,2.822,9.087,-18,6.8,-28.2,51.407,-17.239,-1.233,0,0,0
1422629499322,0.024,2.879,9.135,-18,6.8,-28.2,49.841,-17.369,0.536,0,0,0
1422629499421,-0.139,2.707,9.413,-18,7.3,-28.2,51.12,-16.035,-0.803,0,0,0
1422629499521,-0.015,2.812,9.01,-18,7.3,-28.2,49.481,-17.335,-0.086,0,0,0
1422629499620,-0.091,2.899,8.656,-18.4,7.8,-28.2,48.917,-17.621,0.248,0,0,0
1422629499737,-0.005,2.631,9.882,-18.4,7.8,-28.2,51.32,-14.905,-0.023,0,0,0
1422629499820,-0.264,2.64,9.212,-18.4,7.8,-28.2,50.025,-17.122,-0.644,0,0,0
1422629499921,-0.302,2.698,8.934,-18.4,7.8,-28.2,51.218,-16.795,-1.847,0,0,0
1422629500022,0.138,2.87,9.03,-18.4,8.2,-28.2,50.802,-15.737,-1.399,0,0,0
1422629500121,-0.12,2.87,8.513,-18.4,8.2,-28.2,48.136,-18.627,-0.758,0,0,0
1422629500221,0.158,3.31,8.752,-18,8.6,-28.2,44.094,-20.712,0.953,0,0,0
1422629500321,-0.206,3.895,8.11,-18,8.6,-28.6,51.219,-15.048,-3.09,0,0,0
1422629500421,0.349,5.254,8.369,-18,9,-28.6,36.531,-32.099,2.018,0,0,0
1422629500519,0.368,4.469,9.01,-18,9,-28.6,39.837,-25.197,1.93,0,0,0
1422629500622,-0.149,4.048,8.694,-17.5,9,-28.6,41.537,-24.963,-0.88,0,0,0
1422629500723,0.522,3.665,10.275,-17.5,9.4,-28.6,44.901,-19.269,-1.485,0,0,0
1422629500822,-0.541,2.372,10.188,-17,9.4,-28.6,49.784,-13.09,-2.958,0,0,0
1422629500922,-0.953,2.027,11.184,-17,9.9,-28.6,52.595,-10.229,-4.79,0,0,0
1422629501022,-0.446,2.851,8.283,-16,10.5,-28.6,51.495,-9.699,-6.139,0,0,0
1422629501119,0.282,2.774,9.556,-15.2,11.2,-29,37.291,-16.177,1.614,0,0,0
1422629501222,0.043,3.157,7.842,-14.1,11.9,-29,31.236,-22.149,1.708,0,0,0
1422629501323,0.761,3.291,9.145,-14.1,11.9,-29,29.573,-19.734,4.47,0,0,0
1422629501430,0.33,3.818,7.086,-14.1,11.4,-29,29.774,-18.345,5.302,0,0,0
1422629501529,-0.015,2.219,10.188,-15.6,11.4,-29,41.934,-12.285,-0.079,0,0,0
1422629501622,-0.857,2.611,8.867,-15.6,11.4,-29,43.558,-16.339,-5.292,0,0,0
1422629501722,0.196,2.745,9.336,-16.4,11.4,-29,38.054,-18.884,1.204,0,0,0
1422629501822,0.387,2.659,9.566,-16.4,11.4,-29,39.144,-15.522,2.231,0,0,0
1422629501922,-0.225,2.592,9.824,-16.4,11,-29,41.683,-15.379,0.41,0,0,0
1422629502023,-0.743,2.64,10.083,-16.4,9.9,-29,47.632,-14.637,-4.069,0,0,0
1422629502123,-1.317,2.267,10.112,-16.4,9.5,-29,51.174,-14.68,-8.1,0,0,0
1422629502222,-1.039,2.247,10.552,-16.4,9.9,-29,50.813,-11.965,-5.498,0,0,0
1422629502323,-1.154,2.362,9.604,-16.4,10.3,-29,49.599,-13.721,-6.651,0,0,0
1422629502422,-0.628,2.382,9.978,-16.4,10.7,-29,48.396,-12.011,-4.125,0,0,0
1422629502523,-0.819,2.343,9.662,-15.8,10.7,-29,46.62,-13.586,-4.699,0,0,0
1422629502622,-1.02,2.247,9.911,-15.8,11.3,-29,44.299,-14.538,-3.929,0,0,0
1422629502723,-0.455,2.104,10.064,-15.4,11.3,-29,44.489,-11.795,-2.532,0,0,0
1422629502823,-0.877,2.554,9.815,-14.8,12.2,-29,47.453,-11.536,-9.342,0,0,0
1422629502919,-1.375,2.037,9.834,-14.4,12.2,-29,45.701,-11.588,-7.793,0,0,0
1422629503021,-1.183,2.315,9.71,-14.8,12.6,-29,43.713,-13.316,-6.753,0,0,0
1422629503122,-0.599,2.324,9.528,-15.2,12.6,-29,40.866,-13.356,-2.472,0,0,0
1422629503219,-0.589,2.104,10.342,-15.7,13.1,-28.6,42.932,-11.479,-3.188,0,0,0
1422629503322,0.033,2.41,9.288,-16.2,13.5,-28.6,39.695,-14.78,-1.422,0,0,0
1422629503422,0.052,2.535,9.633,-16.2,13.5,-28.6,38.267,-14.736,0.293,0,0,0
1422629503523,0.1,2.468,9.125,-16.2,13.5,-28.6,38.812,-14.621,-0.259,0,0,0
1422629503696,0.512,2.439,9.566,-16.2,14.6,-28.2,34.838,-14.278,2.957,0,0,0
1422629503719,0.512,2.439,9.566,-16.2,14.6,-28.2,34.838,-14.278,2.957,0,0,0
1422629503821,-0.024,2.247,9.537,-16.2,14,-28.2,36.594,-14.512,1.747,0,0,0
1422629503922,0.1,2.372,9.374,-16.2,14,-28.2,37.787,-14.198,0.582,0,0,0
1422629504022,-0.34,2.458,9.403,-16.2,14,-28.2,37.302,-15.512,0.302,0,0,0
1422629504122,-0.388,2.315,9.815,-16.2,13.6,-28.2,41.171,-13.259,-2.197,0,0,0
1422629504220,-0.427,2.401,9.489,-15.8,13.6,-28.2,39.605,-14.821,-2.206,0,0,0
1422629504322,-0.35,2.468,9.652,-15.8,13.6,-28.2,39.728,-14.325,-2.001,0,0,0
1422629504422,-0.388,2.429,9.719,-15.8,13.6,-28.2,40.077,-14.023,-2.213,0,0,0
1422629504522,-0.359,2.506,9.499,-15.8,13.6,-28.2,39.62,-14.644,-2.097,0,0,0
1422629504622,-0.465,2.458,9.643,-15.8,13.6,-28.2,40.283,-14.285,-2.663,0,0,0
1422629504722,-0.312,2.477,9.48,-15.8,14,-28.2,39.716,-13.967,-2.377,0,0,0
1422629504822,-0.216,2.496,9.518,-15.8,14,-28.2,38.392,-14.684,-1.253,0,0,0
1422629504923,-0.369,2.487,9.614,-15.8,14,-27.8,39.131,-14.352,-1.793,0,0,0
1422629505026,-0.359,2.458,9.528,-15.8,14,-27.8,39.309,-14.456,-2.085,0,0,0
1422629505119,-0.359,2.468,9.547,-16.2,14,-27.8,39.937,-14.474,-2.082,0,0,0
1422629505221,-0.35,2.496,9.604,-16.2,14,-27.8,40.035,-14.289,-2.071,0,0,0
1422629505321,-0.321,2.506,9.662,-16.2,14,-27.8,39.712,-14.529,-1.833,0,0,0
1422629505422,-0.331,2.496,9.47,-16.2,14,-27.8,39.987,-14.52,-2.178,0,0,0
1422629505522,-0.359,2.525,9.489,-16.2,14,-27.8,39.71,-14.894,-2.09,0,0,0
1422629505623,-0.273,2.506,9.451,-16.2,14,-27.8,40.023,-14.678,-2.341,0,0,0
1422629505722,-0.407,2.535,9.681,-16.2,14,-27.8,40.023,-14.655,-2.321,0,0,0
1422629505820,-0.254,2.477,9.643,-16.2,13.6,-27.8,40.013,-14.398,-1.461,0,0,0
1422629505919,-0.091,2.286,9.327,-15.8,13.6,-27.8,40.205,-13.388,-1.77,0,0,0
1422629506022,0.407,2.19,8.982,-15.8,13.6,-27.8,36.319,-13.688,2.511,0,0,0
1422629506120,0.541,2.525,8.56,-15.8,13.6,-27.8,34.218,-13.237,4.966,0,0,0
1422629506238,0.799,2.075,9.499,-15.8,13.6,-27.8,35.038,-12.28,4.696,0,0,0
1422629506319,1.508,2.516,8.484,-16.2,13.6,-27.8,33.243,-12.369,7.145,0,0,0
1422629506420,1.565,2.659,9.298,-16.2,13.6,-27.8,29.347,-15.75,9.193,0,0,0
1422629506520,2.102,2.41,11.28,-16.2,13.6,-27.8,30.011,-11.858,10.326,0,0,0
1422629506621,0.914,2.669,9.959,-16.2,13.6,-27.8,29.361,-12.248,10.71,0,0,0
1422629506721,-0.838,2.142,11.318,-16.6,13.6,-27.8,45.034,-10.681,-4.16,0,0,0
1422629506820,-1.853,2.324,9.911,-16.6,13.6,-27.8,45.695,-15.755,-9.871,0,0,0
1422629506921,-1.901,2.516,8.934,-16.6,14,-27.8,46.362,-15.397,-11.574,0,0,0
1422629507021,-1.461,2.142,10.246,-16.6,14,-27.4,46.286,-14.903,-10.884,0,0,0
1422629507122,-1.02,2.496,8.857,-16.6,14,-27.4,43.057,-15.635,-6.327,0,0,0
1422629507229,-1.442,2.171,11.366,-16,14,-27.4,43.606,-13.606,-6.586,0,0,0
1422629507321,-1.068,2.573,9.03,-15.5,14,-27.4,44.946,-10.722,-7.095,0,0,0
1422629507419,-0.953,2.496,9.997,-15.5,14,-27.4,41.69,-13.951,-5.281,0,0,0
1422629507520,-1.26,2.583,9.805,-15.9,14,-27.4,42.324,-13.762,-5.155,0,0,0
1422629507621,-1.308,2.611,9.796,-15.5,14,-27.4,42.643,-14.803,-7.345,0,0,0
1422629507721,-0.915,2.496,10.073,-15.5,14.4,-27.4,41.724,-14.592,-6.598,0,0,0
1422629507821,-0.905,2.554,9.7,-14.9,14.4,-27.4,39.609,-14.691,-5.157,0,0,0
1422629507920,-0.733,2.573,9.738,-14.9,14.4,-27.4,38.821,-14.756,-4.152,0,0,0
1422629508019,-0.407,2.631,9.47,-14.9,14.4,-27.4,37.192,-16.073,-2.932,0,0,0
1422629508119,-0.398,2.631,9.556,-14.9,14.4,-27.4,37.048,-15.374,-2.295,0,0,0
1422629508218,-0.407,2.755,9.547,-14.9,14.4,-27.4,36.88,-15.975,-2.474,0,0,0
1422629508321,-0.264,2.688,9.681,-14.9,14.4,-27.4,36.328,-15.512,-1.494,0,0,0
1422629508421,-0.187,2.774,9.384,-14.9,14.4,-27.4,35.914,-16.337,-1.497,0,0,0
1422629508521,-0.398,2.812,9.537,-14.9,14.8,-27.8,35.929,-16.417,-2.288,0,0,0
1422629508620,-0.264,2.784,9.403,-14.9,14.8,-27.8,35.288,-16.485,-1.531,0,0,0
1422629508775,-0.58,2.765,9.374,-14.9,14.8,-27.8,36.255,-16.133,-2.519,0,0,0
1422629508818,-0.58,2.765,9.374,-14.5,14.4,-27.8,36.627,-16.392,-3.395,0,0,0
1422629508920,-0.541,2.726,9.461,-14.5,14.4,-27.8,35.131,-17.973,-2.486,0,0,0
1422629509020,-0.417,2.822,9.47,-14.5,14,-27.8,36.221,-16.57,-2.409,0,0,0
1422629509119,-0.723,2.631,9.93,-14.5,14,-27.8,36.474,-17.834,-3.514,0,0,0
1422629509221,-0.57,2.544,9.681,-14.5,14,-27.8,37.909,-14.7,-3.256,0,0,0
1422629509320,-0.407,2.937,9.164,-14.5,12.9,-27.8,37.068,-17.756,-2.412,0,0,0
1422629509420,-0.465,3.368,9.231,-14.9,12.9,-27.8,35.997,-17.997,-0.483,0,0,0
1422629509521,-0.273,2.736,9.547,-14.9,12.9,-27.8,38.02,-15.977,-1.571,0,0,0
1422629509620,-0.618,2.621,9.614,-14.9,12.9,-27.8,39.405,-15.664,-3.023,0,0,0
1422629509720,-0.618,2.745,9.556,-14.9,12.9,-27.8,39.639,-15.995,-3.549,0,0,0
1422629509821,-0.484,2.851,9.671,-14.9,12.9,-27.8,38.376,-16.676,-2.465,0,0,0
1422629509920,-0.494,2.745,9.566,-14.9,12.9,-27.8,39.058,-15.991,-2.827,0,0,0
1422629510021,-0.34,2.899,9.499,-15.3,12.9,-27.8,38.476,-16.96,-1.961,0,0,0
1422629510121,-0.379,2.774,9.757,-15.3,12.9,-27.8,41.337,-15.826,-4.771,0,0,0
