timestamp, AccelerationX, AccelerationY, AccelerationZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ, Z-AxisAgle(Azimuth), X-AxisAngle(Pitch), Y-AxisAngle(Roll), GyroX, GyroY, GyroZ
1422629707592,-1.078,5.733,8.34,-13.7,1.4,-30.9,42.772,-34.843,-6.104,0,0,0
1422629707692,-1.106,5.657,8.273,-13.7,1.4,-30.9,43.434,-34.122,-6.299,0,0,0
1422629707792,-1.231,5.676,8.541,-13.7,1.4,-30.9,44.492,-33.337,-6.845,0,0,0
1422629707908,-1.183,5.609,8.11,-13.7,1.4,-30.9,43.769,-34.386,-6.834,0,0,0
1422629707990,-1.164,5.762,8.647,-13.7,1.4,-31.3,43.711,-33.444,-6.389,0,0,0
1422629708091,-1.02,5.522,8.187,-13.2,1.4,-31.3,42.837,-31.636,-5.134,0,0,0
1422629708192,-0.924,5.561,9.097,-13.2,1.4,-31.3,42.888,-31.314,-4.951,0,0,0
1422629708292,-0.877,5.427,8.34,-13.2,1.4,-31.3,42.411,-33.44,-5.979,0,0,0
1422629708392,-0.743,5.427,8.446,-13.2,1.4,-31.3,41.171,-32.627,-4.225,0,0,0
1422629708492,-0.81,5.427,8.417,-13.2,1.4,-31.3,41.538,-32.695,-4.62,0,0,0
1422629708592,-1.346,5.551,8.149,-13.2,1.4,-31.3,43.833,-33.907,-7.772,0,0,0
1422629708692,-1.24,5.657,7.89,-13.2,1.4,-31.3,42.441,-35.308,-7.276,0,0,0
1422629708792,-1.681,5.082,8.599,-12.8,1.4,-31.3,44.679,-32.943,-8.659,0,0,0
1422629708892,-1.911,4.804,8.12,-12.8,1.4,-31.3,49.379,-29.936,-11.452,0,0,0
1422629708992,-1.528,5.264,8.11,-12.8,4.5,-31.3,46.261,-30.722,-14.27,0,0,0
1422629709092,-1.681,5.216,8.752,-12.4,6.5,-31.3,39.183,-30.334,-9.362,0,0,0
1422629709192,-1.643,5.226,8.331,-12.4,6.5,-31.7,38.44,-31.611,-9.484,0,0,0
1422629709292,-0.819,5.599,9.049,-12.4,4.9,-31.7,35.445,-31.64,-4.392,0,0,0
1422629709392,0.205,4.986,8.867,-12.4,2.7,-31.7,33.089,-29.342,1.152,0,0,0
1422629709492,0.11,5.838,9.365,-12.4,1.8,-31.7,33,-30.877,1.286,0,0,0
1422629709592,0.569,5.321,8.56,-12.4,1.1,-31.7,30.628,-31.816,3.232,0,0,0
1422629709692,-1.068,4.881,7.373,-12.4,-0.1,-31.7,38.763,-33.312,-2.769,0,0,0
1422629709791,-1.413,4.986,6.731,-12.4,-1.3,-31.7,45.944,-35.95,-9.566,0,0,0
1422629709892,-1.997,5.427,7.976,-12.4,-2.2,-31.7,51.336,-33.423,-11.697,0,0,0
1422629709992,-0.57,6.633,8.273,-12.4,-3.4,-31.7,39.659,-38.654,-3.074,0,0,0
1422629710091,-0.532,6.087,8.024,-12.4,-4.6,-31.7,42.494,-37.125,-3.015,0,0,0
1422629710190,-1.126,6.02,7.21,-12.4,-5.2,-31.7,45.732,-37.817,-5.348,0,0,0
1422629710291,-1.365,5.704,8.446,-12.4,-5.2,-31.7,52.336,-33.702,-7.626,0,0,0
1422629710393,-1.173,5.771,8.302,-12.8,-4.7,-31.7,43.463,-36.627,-2.447,0,0,0
1422629710492,-1.48,5.618,8.8,-12.8,-5.1,-31.7,55.014,-32.204,-8.063,0,0,0
1422629710592,-1.403,5.369,7.545,-12.8,-5.1,-31.7,52.677,-34.977,-8.617,0,0,0
1422629710692,-1.327,6.202,8.503,-13.3,-5.1,-31.7,51.076,-35.788,-7.178,0,0,0
1422629710793,-1.193,6.222,8.8,-13.3,-5.7,-31.7,52.058,-35.013,-6.313,0,0,0
1422629710892,-0.915,6.356,7.383,-13.8,-6.4,-31.1,50.435,-38.116,-5.029,0,0,0
1422629710992,-1.049,5.982,7.852,-13.8,-7.7,-31.1,54.901,-37.061,-6.065,0,0,0
1422629711091,-0.857,6.394,7.373,-13.8,-7.7,-31.1,52.383,-42.449,-8.841,0,0,0
1422629711190,-0.608,6.164,7.057,-13.8,-7.7,-31.1,48.129,-41.038,-3.715,0,0,0
1422629711290,-0.896,6.375,7.823,-13.8,-7.1,-31.1,50.67,-38.999,-5.069,0,0,0
1422629711392,-0.714,6.222,7.708,-13.8,-7.6,-30.6,51.121,-38.788,-4.117,0,0,0
1422629711492,-0.877,6.308,7.919,-13.8,-7.6,-30.6,52.511,-38.372,-4.95,0,0,0
1422629711592,-0.867,5.618,7.756,-14.2,-6.9,-30.2,51.208,-40.781,-5.96,0,0,0
1422629711692,-1.001,5.886,7.727,-14.2,-6.9,-30.2,54.738,-37.077,-5.875,0,0,0
1422629711793,-0.924,6.289,8.331,-14.2,-6.9,-30.2,54.147,-37.474,-5.701,0,0,0
1422629711892,-1.212,6.011,8.532,-14.2,-6.9,-30.2,57.807,-34.9,-6.618,0,0,0
1422629711992,-1.135,5.781,7.928,-14.6,-6.9,-30.2,57.56,-35.818,-6.596,0,0,0
1422629712092,-0.924,6.135,8.656,-14.6,-6.9,-29.8,57.161,-35.174,-4.976,0,0,0
1422629712192,-0.877,6.078,8.158,-14.6,-6.9,-29.8,55.634,-36.526,-4.925,0,0,0
1422629712292,-0.81,6.03,8.149,-14.6,-6.9,-29.8,55.124,-37.046,-4.957,0,0,0
1422629712392,-0.819,6.02,8.062,-14.6,-6.9,-29.8,55.26,-36.611,-4.644,0,0,0
1422629712492,-0.934,5.944,8.015,-14.6,-6.9,-29.8,53.868,-37.25,-3.959,0,0,0
1422629712592,-0.8,5.886,7.986,-15,-6.9,-29.8,56.205,-36.261,-4.604,0,0,0
1422629712692,-0.714,5.915,8.254,-15,-6.9,-29.8,56.41,-35.527,-4.015,0,0,0
1422629712792,-0.637,5.992,8.292,-15,-6.9,-29.4,56.163,-35.777,-3.563,0,0,0
1422629712892,-0.666,5.915,8.12,-15,-6.9,-29.4,56.158,-35.986,-3.791,0,0,0
1422629712996,-0.589,5.934,7.976,-15,-6.9,-29.4,55.659,-36.263,-3.6,0,0,0
1422629713091,-0.704,5.963,8.015,-15.4,-6.9,-29.4,56.398,-36.541,-4.022,0,0,0
1422629713192,-0.666,5.944,7.919,-15.4,-6.9,-29.4,56.775,-35.991,-3.801,0,0,0
1422629713292,-0.656,5.886,8.359,-15.4,-6.9,-29.4,57.652,-35.077,-3.668,0,0,0
1422629713392,-0.781,6.001,8.062,-15.4,-6.9,-29.4,56.818,-36.541,-4.441,0,0,0
1422629713492,-0.647,5.906,7.852,-15.4,-6.5,-29.4,55.101,-36.86,-3.757,0,0,0
1422629713592,-0.666,5.791,8.043,-15.8,-6.5,-29.4,57.034,-35.661,-3.843,0,0,0
1422629713692,-0.771,5.829,8.11,-15.8,-6.5,-29.4,58.743,-34.149,-3.911,0,0,0
1422629713792,-0.733,5.724,8.149,-15.8,-6.1,-29.4,57.376,-34.977,-4.201,0,0,0
1422629713892,-0.628,5.743,8.359,-15.8,-6.1,-29,57.674,-35.065,-4.12,0,0,0
1422629713992,-0.628,5.8,8.254,-15.8,-6.1,-29,57.173,-35.02,-3.554,0,0,0
1422629714092,-0.695,5.8,8.244,-15.8,-6.1,-29,57.527,-35.035,-3.94,0,0,0
1422629714192,-0.704,5.781,7.995,-15.8,-5.7,-29,56.196,-35.76,-4.073,0,0,0
1422629714292,-0.733,5.838,8.398,-15.8,-5.7,-29,57.288,-34.711,-4.09,0,0,0
1422629714392,-0.771,5.829,8.177,-15.8,-5.7,-29,56.633,-35.381,-4.131,0,0,0
1422629714492,-0.81,5.877,8.12,-15.8,-5.7,-29,56.704,-35.762,-4.615,0,0,0
1422629714591,-0.685,5.8,8.522,-15.8,-5.7,-29,56.499,-35.783,-4.423,0,0,0
1422629714690,-0.733,5.771,8.321,-15.8,-5.3,-29,56.664,-34.645,-4.129,0,0,0
1422629714790,-0.743,5.752,8.216,-15.8,-5.3,-29,56.513,-34.89,-4.229,0,0,0
1422629714892,-0.57,5.695,8.225,-15.8,-5.3,-29,55.843,-34.63,-3.258,0,0,0
1422629714992,-0.666,5.781,8.292,-15.8,-5.3,-29,56.166,-34.796,-3.768,0,0,0
1422629715092,-0.781,6.02,8.091,-15.8,-5.3,-29,55.71,-35.482,-4.011,0,0,0
1422629715249,-0.934,5.522,8.34,-15.8,-5.3,-29,54.295,-39.428,-6.375,0,0,0
1422629715291,0.014,4.938,6.913,-16.2,-5.3,-29,59.628,-33.35,-5.334,0,0,0
1422629715391,-0.197,5.666,6.971,-16.2,-5.3,-29,50.101,-39.096,-1.254,0,0,0
1422629715492,-0.331,6.078,6.894,-16.2,-5.3,-29,49.026,-41.37,-2.056,0,0,0
1422629715592,-0.867,6.375,8.091,-16.2,-5.3,-29,54.607,-38.076,-4.808,0,0,0
1422629715697,-0.656,6.394,7.766,-16.2,-5.3,-29,52.427,-39.376,-3.727,0,0,0
1422629715790,-0.541,6.375,7.718,-16.2,-5.3,-29,51.751,-39.453,-3.125,0,0,0
1422629715891,-0.685,6.672,7.794,-16.2,-5.3,-29,51.594,-40.461,-3.815,0,0,0
1422629715990,-0.762,6.47,7.603,-16.2,-5.3,-29,54.694,-37.941,-4.767,0,0,0
1422629716091,-0.494,6.432,7.354,-16.2,-5.3,-29,50.1,-41.115,-2.88,0,0,0
1422629716192,-0.743,6.298,7.603,-16.2,-5.7,-29,53.473,-39.512,-4.295,0,0,0
1422629716292,-0.053,6.71,6.789,-16.2,-5.7,-29,44.997,-44.679,-0.306,0,0,0
1422629716392,-0.149,6.528,6.492,-16.2,-5.7,-29,45.333,-45.168,-0.917,0,0,0
1422629716492,-0.695,6.566,6.751,-16.2,-5.7,-29,49.248,-42.349,-2.505,0,0,0
1422629716592,-0.57,6.394,7.258,-15.8,-5.7,-29,50.389,-41.303,-3.368,0,0,0
1422629716692,-0.359,7.457,7.469,-15.8,-5.7,-29,48.401,-42.151,-2.164,0,0,0
1422629716792,-0.436,8.041,7.881,-15.8,-5.7,-29,45.836,-45.546,-2.209,0,0,0
1422629716892,-0.905,7.39,9.585,-15.8,-5.7,-29,54.687,-37.512,-4.278,0,0,0
1422629716992,-1.03,4.737,9.259,-15.4,-5.3,-29,66.142,-26.953,-5.645,0,0,0
1422629717092,-1.24,4.747,7.555,-15.4,-4.9,-29,61.523,-31.8,-7.908,0,0,0
1422629717192,-0.8,5.685,7.162,-15.4,-4.3,-29,61.333,-31.5,-8.919,0,0,0
1422629717292,-0.953,5.743,7.957,-14.9,-3.5,-29,52.458,-35.633,-5.543,0,0,0
1422629717392,-0.905,6.011,8.417,-14.9,-3.5,-29,50.988,-36.227,-4.56,0,0,0
1422629717492,-0.934,6.25,8.139,-14.9,-3.5,-29,50.677,-37.34,-5.201,0,0,0
1422629717592,-1.212,6.547,7.574,-14.9,-3.5,-29.4,49.444,-40.48,-6.894,0,0,0
1422629717692,-1.173,6.03,7.689,-14.5,-4,-29.4,51.659,-37.792,-6.838,0,0,0
1422629717791,-1.346,6.193,7.402,-14.5,-4,-29.4,51.327,-39.455,-7.938,0,0,0
1422629717891,-0.886,6.078,8.273,-14.5,-4,-29.4,51.501,-36.781,-5.773,0,0,0
1422629717992,-0.953,6.049,7.976,-14.1,-3.4,-29.4,49.301,-36.98,-5.434,0,0,0
1422629718092,-0.733,6.04,7.881,-14.1,-3.4,-29.4,47.748,-37.527,-4.36,0,0,0
1422629718192,-0.781,6.02,8.168,-14.1,-3.4,-29.8,48.45,-36.27,-4.399,0,0,0
1422629718292,-0.915,6.222,7.833,-14.1,-3.4,-29.8,47.641,-38.274,-5.218,0,0,0
1422629718392,-0.704,6.116,8.11,-13.7,-3,-29.8,46.124,-36.919,-3.955,0,0,0
1422629718492,-0.704,6.145,8.187,-13.7,-3,-29.8,46.195,-36.792,-3.925,0,0,0
1422629718592,-0.685,6.011,7.842,-13.7,-3,-29.8,45.987,-37.331,-4.138,0,0,0
1422629718691,-0.666,5.982,7.967,-13.7,-2.6,-30.2,45.102,-36.805,-3.822,0,0,0
1422629718792,-0.714,6.126,8.024,-13.7,-2.6,-30.2,45.557,-36.637,-4.117,0,0,0
1422629718892,-0.762,6.107,7.986,-13.7,-2.6,-30.2,45.271,-37.274,-4.322,0,0,0
1422629718992,-0.704,6.087,7.842,-13.7,-2.6,-30.2,44.638,-37.708,-4.048,0,0,0
1422629719093,-0.695,6.116,8.024,-13.7,-2.6,-30.2,44.905,-37.215,-3.938,0,0,0
1422629719190,-0.752,6.126,7.718,-13.7,-2.6,-30.2,44.518,-38.316,-4.362,0,0,0
1422629719291,-0.762,6.145,7.928,-13.7,-2.6,-30.2,45.62,-36.731,-4.243,0,0,0
1422629719392,-0.752,6.107,8.091,-13.7,-2.6,-30.2,45.464,-36.923,-4.241,0,0,0
1422629719492,-0.723,6.059,7.967,-13.7,-2.6,-30.2,45.169,-37.151,-4.132,0,0,0
1422629719592,-0.762,6.087,7.948,-13.7,-2.6,-30.2,45.252,-37.329,-4.341,0,0,0
1422629719690,-0.743,6.107,7.957,-13.7,-2.2,-30.2,44.524,-37.382,-4.227,0,0,0
1422629719791,-0.704,6.145,8.005,-13.7,-2.2,-30.2,44.243,-37.41,-3.983,0,0,0
1422629719892,-0.723,6.135,7.785,-13.7,-2.2,-29.8,44.278,-38.116,-4.171,0,0,0
1422629719992,-0.733,6.145,7.928,-14.1,-2.2,-29.8,45.087,-37.759,-4.02,0,0,0
1422629720092,-0.723,6.126,7.995,-14.1,-2.2,-29.8,45.488,-37.351,-4.106,0,0,0
1422629720192,-0.723,6.126,7.679,-14.1,-2.2,-29.8,44.763,-38.468,-4.21,0,0,0
1422629720327,-0.743,6.145,7.919,-14.1,-2.2,-29.8,45.355,-37.697,-4.231,0,0,0
1422629720390,-0.723,6.068,7.9,-14.1,-2.2,-29.8,45.481,-37.421,-4.152,0,0,0
1422629720491,-0.752,6.135,7.89,-14.1,-2.2,-29.8,45.393,-37.741,-4.301,0,0,0
1422629720592,-0.752,6.097,7.948,-14.1,-2.2,-29.8,45.66,-37.375,-4.292,0,0,0
1422629720691,-0.752,6.107,7.967,-14.1,-2.2,-29.8,45.125,-37.887,-4.15,0,0,0
1422629720791,-0.771,6.183,8.158,-14.1,-2.2,-29.8,45.928,-37.046,-4.302,0,0,0
1422629720892,-0.81,6.202,8.005,-14.1,-2.2,-29.8,45.756,-37.633,-4.569,0,0,0
1422629720990,-1.126,6.154,7.028,-14.1,-2.2,-29.8,45.753,-40.862,-6.864,0,0,0
1422629721093,-1.126,5.819,6.808,-14.1,-2.2,-29.8,46.516,-40.14,-7.157,0,0,0
1422629721191,-0.752,6.298,7.584,-14.1,-2.2,-29.8,44.125,-39.58,-4.36,0,0,0
1422629721292,-0.599,6.126,8.158,-14.1,-2.2,-29.8,45.086,-36.836,-3.354,0,0,0
1422629721392,-0.465,6.059,7.689,-14.1,-2.2,-29.8,43.886,-37.56,-2.764,0,0,0
1422629721492,0.081,6.164,7.756,-14.5,-2.2,-29.8,40.22,-38.468,0.461,0,0,0
1422629721592,0.004,6.078,7.268,-14.5,-2.2,-29.4,40.139,-39.905,0.024,0,0,0
1422629721692,-0.101,6.059,7.344,-14.5,-2.2,-29.4,41.138,-39.523,-0.604,0,0,0
1422629721792,0.512,5.791,7.258,-14.5,-2.6,-29.4,37.715,-38.522,3.143,0,0,0
1422629721892,0.742,5.293,7.172,-14.9,-2.6,-29,38.557,-36.287,4.754,0,0,0
1422629721992,1.077,5.944,7.383,-14.9,-2.6,-29,34.404,-38.555,6.472,0,0,0
1422629722092,-1.126,6.901,10.131,-14.9,-2.6,-29,39.69,-37.066,3.45,0,0,0
1422629722192,-1.911,6.049,10.236,-15.4,-2.6,-28.6,59.918,-30.152,-9.131,0,0,0
1422629722292,-2.581,5.542,9.116,-15.4,-1.1,-28.6,59.965,-30.322,-13.6,0,0,0
1422629722392,-2.265,5.12,7.038,-15.4,-0.4,-28.6,56.286,-34.713,-14.592,0,0,0
1422629722492,-1.135,5.542,7.306,-15.4,0,-28.6,48.656,-36.853,-7.056,0,0,0
1422629722592,-1.394,5.838,7.756,-15.4,0,-28.6,49.79,-36.528,-8.164,0,0,0
1422629722692,-1.25,5.771,7.641,-15.4,0,-28.6,49.072,-36.703,-7.433,0,0,0
1422629722792,-1.154,6.26,8.264,-15.4,0,-28.6,44.748,-39.466,-4.511,0,0,0
1422629722892,-1.039,6.097,8.321,-15.4,0,-28.6,48.074,-36.023,-5.747,0,0,0
1422629722992,-1.193,6.231,7.459,-15,-0.5,-28.6,46.825,-39.523,-6.993,0,0,0
1422629723092,-1.001,6.135,8.101,-15,-0.5,-28.6,47.271,-36.936,-5.619,0,0,0
1422629723192,-0.972,6.212,7.603,-15,-0.5,-28.6,45.928,-39.033,-5.649,0,0,0
1422629723292,-1.097,6.193,7.919,-14.5,-1.2,-28.6,47.514,-37.766,-6.222,0,0,0
1422629723395,-1.068,6.174,7.651,-14.5,-1.2,-28.6,46.892,-38.638,-6.195,0,0,0
1422629723490,-0.819,6.269,7.507,-14.5,-1.2,-28.6,46.262,-38.203,-5.213,0,0,0
1422629723591,-0.982,6.231,8.254,-14.1,-1.2,-28.6,46.741,-36.86,-5.42,0,0,0
1422629723691,-0.896,6.174,7.995,-14.1,-1.2,-28.6,45.935,-37.501,-5.064,0,0,0
1422629723792,-0.781,6.126,7.986,-14.1,-1.2,-29,45.047,-37.369,-4.434,0,0,0
1422629723892,-0.819,6.097,8.12,-14.1,-0.7,-29,44.894,-36.77,-4.602,0,0,0
1422629723992,-0.743,6.097,7.871,-14.1,-0.3,-29,43.422,-37.646,-4.259,0,0,0
1422629724092,-0.743,6.164,7.833,-14.1,-0.3,-29.4,42.799,-38.076,-4.255,0,0,0
1422629724192,-0.934,6.174,8.283,-14.1,-0.3,-29.4,43.137,-37.75,-4.38,0,0,0
1422629724292,-0.867,6.135,8.187,-13.6,-0.3,-29.4,43.374,-36.696,-4.841,0,0,0
1422629724392,-0.532,5.953,7.919,-13.6,-0.3,-29.4,41.411,-36.873,-3.065,0,0,0
1422629724492,-0.972,6.308,7.957,-13.6,-0.3,-29.4,43.001,-38.198,-5.462,0,0,0
1422629724592,-0.982,6.327,7.804,-13.6,-0.7,-29.4,43.233,-38.815,-5.578,0,0,0
1422629724690,-0.829,6.164,7.794,-13.6,-0.7,-29.4,42.826,-38.187,-4.762,0,0,0
1422629724791,-0.771,6.183,7.995,-13.6,-0.7,-29.4,42.809,-37.591,-4.357,0,0,0
1422629724893,-0.743,6.059,7.794,-13.6,-0.7,-29.4,43.005,-37.347,-4.388,0,0,0
1422629724992,-0.743,6.212,7.794,-13.6,-0.7,-29.4,42.143,-38.437,-4.255,0,0,0
1422629725092,-0.714,6.097,7.641,-13.6,-0.7,-29.4,42.035,-38.472,-4.171,0,0,0
1422629725192,-0.608,5.982,8.187,-13.6,-0.7,-29.4,42.892,-36.081,-3.433,0,0,0
1422629725292,-0.608,6.174,7.871,-13.6,-0.7,-29.4,41.601,-38.032,-3.48,0,0,0
1422629725392,-0.934,6.02,7.871,-13.6,-0.7,-29.4,44.106,-37.217,-5.385,0,0,0
1422629725491,-0.541,6.126,7.938,-13.6,-0.7,-29.4,41.462,-37.6,-3.086,0,0,0
1422629725592,-0.685,6.011,8.503,-13.6,-0.7,-29.4,42.46,-36.783,-3.493,0,0,0
1422629725696,-0.541,6.059,7.928,-13.6,-0.7,-29.4,41.669,-37.329,-3.102,0,0,0
1422629725790,-0.513,6.26,7.66,-13.6,-0.3,-29.4,39.814,-39.191,-2.962,0,0,0
1422629725891,-0.867,6.001,7.881,-13.6,-0.3,-29.4,43.24,-37.129,-4.999,0,0,0
1422629725992,-0.877,5.906,7.948,-13.6,-0.3,-29.4,43.761,-36.454,-5.06,0,0,0
1422629726092,-0.666,6.049,7.986,-13.6,-0.3,-29.4,42.069,-37.05,-3.801,0,0,0
1422629726192,-0.628,6.087,7.813,-13.6,-0.3,-29.4,41.364,-37.837,-3.621,0,0,0
1422629726292,-0.723,6.145,7.861,-13.6,-0.3,-29.4,42.051,-37.562,-4.113,0,0,0
1422629726392,-0.819,6.116,8.015,-13.6,0.1,-29.4,42.471,-37.206,-4.634,0,0,0
1422629726492,-0.819,6.26,7.727,-13.6,0.1,-29.4,41.493,-38.858,-4.699,0,0,0
1422629726592,-0.637,6.116,7.813,-13.6,0.1,-29.8,40.674,-37.963,-3.673,0,0,0
1422629726690,-0.733,6.183,7.89,-13.6,0.1,-29.8,41.182,-37.969,-4.171,0,0,0
1422629726791,-0.81,6.222,8.005,-13.6,0.1,-29.8,41.749,-37.71,-4.562,0,0,0
1422629726892,-1.011,6.174,8.12,-13.6,0.1,-29.8,43.279,-37.035,-5.654,0,0,0
1422629726992,-0.762,6.202,7.986,-13.6,0.1,-29.8,43.34,-36.424,-5.304,0,0,0
1422629727099,-0.541,6.011,7.593,-13.6,0.1,-29.8,39.963,-38.298,-3.197,0,0,0
1422629727190,-0.924,6.26,8.742,-13.6,0.5,-29.8,43.068,-35.457,-4.911,0,0,0
1422629727291,-0.637,6.078,8.015,-13.6,0.5,-29.8,40.68,-37.087,-3.624,0,0,0
1422629727392,-0.618,6.164,7.603,-13.6,0.5,-29.8,39.525,-38.945,-3.605,0,0,0
1422629727492,-0.905,6.403,7.143,-13.6,0.5,-29.8,39.8,-41.658,-5.392,0,0,0
1422629727592,-0.599,6.375,7.392,-13.6,0.5,-29.8,38.433,-40.682,-3.507,0,0,0
1422629727692,0.186,7.371,6.664,-13.6,0.5,-29.8,33.695,-42.958,-0.193,0,0,0
1422629727792,-0.139,6.873,7.143,-13.6,0.1,-29.8,34.269,-43.892,-0.793,0,0,0
1422629727892,-0.35,6.719,7.507,-14,0.1,-29.4,37.694,-41.798,-1.979,0,0,0
1422629727992,-0.206,6.892,5.946,-14,0.1,-29.4,33.527,-49.203,-1.289,0,0,0
1422629728092,-0.168,8.165,5.956,-14,0.1,-29.4,31.494,-53.891,-0.952,0,0,0
1422629728192,-0.35,8.616,8.053,-14,0.1,-29.4,34.903,-46.903,-1.692,0,0,0
1422629728292,-1.422,6.222,10.61,-14,0.1,-29.4,50.301,-30.164,-6.593,0,0,0
1422629728392,-1.375,4.527,7.651,-14.4,-0.3,-29,57.347,-29.535,-13.172,0,0,0
1422629728492,-0.982,5.59,6.712,-14.4,-0.3,-29,44.756,-39.491,-6.408,0,0,0
1422629728592,-0.953,5.848,7.526,-14.4,-0.3,-29,45.285,-37.629,-5.707,0,0,0
1422629728691,-0.541,6.432,7.249,-14.4,-0.3,-29,40.459,-41.508,-3.193,0,0,0
1422629728792,-0.704,6.614,7.785,-14.8,-0.3,-29,42.616,-40.234,-3.934,0,0,0
1422629728892,-0.216,6.528,6.636,-14.8,-0.3,-29,37.626,-44.524,-1.324,0,0,0
1422629728992,-0.436,6.748,7.689,-14.8,-0.3,-28.6,40.885,-41.233,-2.43,0,0,0
1422629729092,-0.465,6.518,7.143,-14.8,-0.7,-28.6,43.326,-40.367,-3.882,0,0,0
1422629729191,-0.656,6.518,8.407,-14.8,-0.7,-28.6,44.687,-37.702,-3.526,0,0,0
1422629729291,-0.81,6.47,7.565,-15.2,-0.7,-28.6,44.709,-40.39,-4.648,0,0,0
1422629729392,-0.857,6.375,7.804,-15.2,-0.7,-28.6,45.722,-39.076,-4.857,0,0,0
1422629729492,-0.628,6.518,7.833,-15.2,-0.7,-28.6,44.065,-39.675,-3.519,0,0,0
1422629729592,-0.532,6.719,7.172,-15.2,-0.7,-28.6,41.65,-43.058,-3.09,0,0,0
1422629729692,-0.388,6.384,7.421,-15.2,-0.7,-28.2,42.574,-40.668,-2.264,0,0,0
1422629729793,-0.551,6.605,7.593,-15.2,-0.7,-28.2,42.327,-42.482,-3.076,0,0,0
1422629729892,-0.589,6.624,7.632,-15.2,-0.7,-28.2,43.507,-40.874,-3.328,0,0,0
